PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25189525","Antibacterial and cytotoxic effect of biologically synthesized silver nanoparticles using aqueous root extract of Erythrina indica lam","Rathi Sre PR, Reka M, Poovazhagi R, Arul Kumar M, Murugesan K.","Spectrochim Acta A Mol Biomol Spectrosc. 2015 Jan 25;135:1137-44. doi: 10.1016/j.saa.2014.08.019. Epub 2014 Aug 19.","Rathi Sre PR","Spectrochim Acta A Mol Biomol Spectrosc","2015","2014/09/06","","","10.1016/j.saa.2014.08.019"
"36431893","Antibacterial, Antioxidant, Larvicidal and Anticancer Activities of Silver Nanoparticles Synthesized Using Extracts from Fruits of Lagerstroemia speciose and Flowers of Couroupita guianensis","Babu V, Arokiyaraj S, Sakthi Sri SP, George M, Ragavan RM, Dharmalingam D, Oh T, Ramasundaram S, Agastian P.","Molecules. 2022 Nov 12;27(22):7792. doi: 10.3390/molecules27227792.","Babu V","Molecules","2022","2022/11/26","PMC9696697","","10.3390/molecules27227792"
"23987347","Green synthesis of silver nanoparticles using cellulose extracted from an aquatic weed; water hyacinth","Mochochoko T, Oluwafemi OS, Jumbam DN, Songca SP.","Carbohydr Polym. 2013 Oct 15;98(1):290-4. doi: 10.1016/j.carbpol.2013.05.038. Epub 2013 Jun 6.","Mochochoko T","Carbohydr Polym","2013","2013/08/31","","","10.1016/j.carbpol.2013.05.038"
"26953143","Assessing bio-available silver released from silver nanoparticles embedded in silica layers using the green algae Chlamydomonas reinhardtii as bio-sensors","Pugliara A, Makasheva K, Despax B, Bayle M, Carles R, Benzo P, BenAssayag G, Pécassou B, Sancho MC, Navarro E, Echegoyen Y, Bonafos C.","Sci Total Environ. 2016 Sep 15;565:863-871. doi: 10.1016/j.scitotenv.2016.02.141. Epub 2016 Mar 5.","Pugliara A","Sci Total Environ","2016","2016/03/09","","","10.1016/j.scitotenv.2016.02.141"
"37696324","Green synthesis of chitosan/silver nanocomposite using kaempferol for triple negative breast cancer therapy and antibacterial activity","Bharathi D, Ranjithkumar R, Nandagopal JGT, Djearamane S, Lee J, Wong LS.","Environ Res. 2023 Dec 1;238(Pt 1):117109. doi: 10.1016/j.envres.2023.117109. Epub 2023 Sep 9.","Bharathi D","Environ Res","2023","2023/09/11","","","10.1016/j.envres.2023.117109"
"32615521","c-Phycocyanin primed silver nano conjugates: Studies on red blood cell stress resilience mechanism","Madhyastha H, Madhyastha R, Thakur A, Kentaro S, Dev A, Singh S, Chandrashekharappa R B, Kumar H, Acevedo O, Nakajima Y, Daima HK, Aradhya A, Nagaraj P N, Maruyama M.","Colloids Surf B Biointerfaces. 2020 Oct;194:111211. doi: 10.1016/j.colsurfb.2020.111211. Epub 2020 Jun 25.","Madhyastha H","Colloids Surf B Biointerfaces","2020","2020/07/03","","","10.1016/j.colsurfb.2020.111211"
"29752116","Antimicrobial and anticancer activities of silver nanoparticles synthesized from the root hair extract of Phoenix dactylifera","Oves M, Aslam M, Rauf MA, Qayyum S, Qari HA, Khan MS, Alam MZ, Tabrez S, Pugazhendhi A, Ismail IMI.","Mater Sci Eng C Mater Biol Appl. 2018 Aug 1;89:429-443. doi: 10.1016/j.msec.2018.03.035. Epub 2018 Apr 4.","Oves M","Mater Sci Eng C Mater Biol Appl","2018","2018/05/13","","","10.1016/j.msec.2018.03.035"
"24721103","Completely green synthesis of dextrose reduced silver nanoparticles, its antimicrobial and sensing properties","Mohan S, Oluwafemi OS, George SC, Jayachandran VP, Lewu FB, Songca SP, Kalarikkal N, Thomas S.","Carbohydr Polym. 2014 Jun 15;106:469-74. doi: 10.1016/j.carbpol.2014.01.008. Epub 2014 Jan 13.","Mohan S","Carbohydr Polym","2014","2014/04/12","","","10.1016/j.carbpol.2014.01.008"
"30184820","Biomimetic synthesis of silver nanoparticles using Matricaria chamomilla extract and their potential anticancer activity against human lung cancer cells","Dadashpour M, Firouzi-Amandi A, Pourhassan-Moghaddam M, Maleki MJ, Soozangar N, Jeddi F, Nouri M, Zarghami N, Pilehvar-Soltanahmadi Y.","Mater Sci Eng C Mater Biol Appl. 2018 Nov 1;92:902-912. doi: 10.1016/j.msec.2018.07.053. Epub 2018 Jul 21.","Dadashpour M","Mater Sci Eng C Mater Biol Appl","2018","2018/09/07","","","10.1016/j.msec.2018.07.053"
"30421171","Anticancer, antimicrobial, antioxidant, and catalytic activities of green-synthesized silver and gold nanoparticles using Bauhinia purpurea leaf extract","Vijayan R, Joseph S, Mathew B.","Bioprocess Biosyst Eng. 2019 Feb;42(2):305-319. doi: 10.1007/s00449-018-2035-8. Epub 2018 Nov 12.","Vijayan R","Bioprocess Biosyst Eng","2019","2018/11/14","","","10.1007/s00449-018-2035-8"
"33021215","Antibacterial activity of biogenic silver and gold nanoparticles synthesized from Salvia africana-lutea and Sutherlandia frutescens","Dube P, Meyer S, Madiehe A, Meyer M.","Nanotechnology. 2020 Dec 11;31(50):505607. doi: 10.1088/1361-6528/abb6a8.","Dube P","Nanotechnology","2020","2020/10/06","","","10.1088/1361-6528/abb6a8"
"32445819","Lignin-mediated green synthesis of AgNPs in carrageenan matrix for wound dressing applications","Jaiswal L, Shankar S, Rhim JW, Hahm DH.","Int J Biol Macromol. 2020 Sep 15;159:859-869. doi: 10.1016/j.ijbiomac.2020.05.145. Epub 2020 May 21.","Jaiswal L","Int J Biol Macromol","2020","2020/05/24","","","10.1016/j.ijbiomac.2020.05.145"
"26002825","Annona muricata leaf extract-mediated silver nanoparticles synthesis and its larvicidal potential against dengue, malaria and filariasis vector","Santhosh SB, Yuvarajan R, Natarajan D.","Parasitol Res. 2015 Aug;114(8):3087-96. doi: 10.1007/s00436-015-4511-2. Epub 2015 May 24.","Santhosh SB","Parasitol Res","2015","2015/05/24","","","10.1007/s00436-015-4511-2"
"28923599","""Theranostic"" role of bile salt-capped silver nanoparticles - gall stone/pigment stone disruption and anticancer activity","Mandal RP, Mandal G, Sarkar S, Bhattacharyya A, De S.","J Photochem Photobiol B. 2017 Oct;175:269-281. doi: 10.1016/j.jphotobiol.2017.08.040. Epub 2017 Sep 5.","Mandal RP","J Photochem Photobiol B","2017","2017/09/20","","","10.1016/j.jphotobiol.2017.08.040"
"27328878","Gammarus fossarum (Crustacea, Amphipoda) as a model organism to study the effects of silver nanoparticles","Mehennaoui K, Georgantzopoulou A, Felten V, Andreï J, Garaud M, Cambier S, Serchi T, Pain-Devin S, Guérold F, Audinot JN, Giambérini L, Gutleb AC.","Sci Total Environ. 2016 Oct 1;566-567:1649-1659. doi: 10.1016/j.scitotenv.2016.06.068. Epub 2016 Jun 18.","Mehennaoui K","Sci Total Environ","2016","2016/06/23","","","10.1016/j.scitotenv.2016.06.068"
"33080946","Green Synthesis of Gold and Silver Nanoparticles by Using Amorphophallus paeoniifolius Tuber Extract and Evaluation of Their Antibacterial Activity","Nayem SMA, Sultana N, Haque MA, Miah B, Hasan MM, Islam T, Hasan MM, Awal A, Uddin J, Aziz MA, Ahammad AJS.","Molecules. 2020 Oct 18;25(20):4773. doi: 10.3390/molecules25204773.","Nayem SMA","Molecules","2020","2020/10/21","PMC7587553","","10.3390/molecules25204773"
"27183490","Photo-induced green synthesis and antimicrobial efficacy of poly (ɛ-caprolactone)/curcumin/grape leaf extract-silver hybrid nanoparticles","El-Sherbiny IM, El-Shibiny A, Salih E.","J Photochem Photobiol B. 2016 Jul;160:355-63. doi: 10.1016/j.jphotobiol.2016.04.029. Epub 2016 Apr 28.","El-Sherbiny IM","J Photochem Photobiol B","2016","2016/05/17","","","10.1016/j.jphotobiol.2016.04.029"
"27936248","Light Mediated Generation of Silver Nanoparticles by Spinach Thylakoids/Chloroplasts","Shabnam N, Sharmila P, Kim H, Pardha-Saradhi P.","PLoS One. 2016 Dec 9;11(12):e0167937. doi: 10.1371/journal.pone.0167937. eCollection 2016.","Shabnam N","PLoS One","2016","2016/12/10","PMC5148069","","10.1371/journal.pone.0167937"
"36832038","Applicability of a Green Nanocomposite Consisted of Spongin Decorated Cu(2)WO(4)(OH)(2) and AgNPs as a High-Performance Aptasensing Platform in Staphylococcus aureus Detection","Shahdost-Fard F, Faridfar S, Keihan AH, Aghaei M, Petrenko I, Ahmadi F, Ehrlich H, Rahimi-Nasrabadi M.","Biosensors (Basel). 2023 Feb 14;13(2):271. doi: 10.3390/bios13020271.","Shahdost-Fard F","Biosensors (Basel)","2023","2023/02/25","PMC9954421","","10.3390/bios13020271"
"27474588","Formation and properties of hyaluronan/nano Ag and hyaluronan-lecithin/nano Ag films","Khachatryan G, Khachatryan K, Grzyb J, Fiedorowicz M.","Carbohydr Polym. 2016 Oct 20;151:452-457. doi: 10.1016/j.carbpol.2016.05.104. Epub 2016 May 29.","Khachatryan G","Carbohydr Polym","2016","2016/07/31","","","10.1016/j.carbpol.2016.05.104"
"37208391","Comparative assessment of green and chemically synthesized glutathione capped silver nanoparticles for antioxidant, mosquito larvicidal and eco-toxicological activities","Yadav R, Preet S.","Sci Rep. 2023 May 19;13(1):8152. doi: 10.1038/s41598-023-35249-7.","Yadav R","Sci Rep","2023","2023/05/19","PMC10198023","","10.1038/s41598-023-35249-7"
"32930206","One-step synthesis of mitochondrion-targeted fluorescent carbon dots and fluorescence detection of silver ions","Hou Y, Liu H, Li Z, Zhang H, Wei L, Yu M.","Anal Methods. 2020 Jun 11;12(22):2835-2840. doi: 10.1039/d0ay00622j.","Hou Y","Anal Methods","2020","2020/09/15","","","10.1039/d0ay00622j"
"31026993","Mussel-Inspired Poly(3,4-dihydroxy-L-phenylalanine)-Block-Poly(γ-benzyl-L-glutamate) Bioconjugate-Assisted Green Synthesis of Silver Nanoparticles","Zhang Y, Song W, Kim I.","J Nanosci Nanotechnol. 2019 Oct 1;19(10):6559-6564. doi: 10.1166/jnn.2019.17075.","Zhang Y","J Nanosci Nanotechnol","2019","2019/04/28","","","10.1166/jnn.2019.17075"
"36116918","Novel Antibacterial, Cytotoxic and Catalytic Activities of Silver Nanoparticles Synthesized from Acidophilic Actinobacterial SL19 with Evidence for Protein as Coating Biomolecule","Wypij M, Ostrowski M, Piska K, Wójcik-Pszczoła K, Pękala E, Rai M, Golińska P.","J Microbiol Biotechnol. 2022 Sep 28;32(9):1195-1208. doi: 10.4014/jmb.2205.05006. Epub 2022 Aug 22.","Wypij M","J Microbiol Biotechnol","2022","2022/09/18","PMC9628977","","10.4014/jmb.2205.05006"
"33822248","Green synthesis of silver nanoparticles using Annona squamosa L. seed extract: characterization, photocatalytic and biological activity assay","Jose V, Raphel L, Aiswariya KS, Mathew P.","Bioprocess Biosyst Eng. 2021 Sep;44(9):1819-1829. doi: 10.1007/s00449-021-02562-2. Epub 2021 Apr 6.","Jose V","Bioprocess Biosyst Eng","2021","2021/04/06","","","10.1007/s00449-021-02562-2"
"24668029","Green synthesis of silver and gold nanoparticles using Zingiber officinale root extract and antibacterial activity of silver nanoparticles against food pathogens","Velmurugan P, Anbalagan K, Manosathyadevan M, Lee KJ, Cho M, Lee SM, Park JH, Oh SG, Bang KS, Oh BT.","Bioprocess Biosyst Eng. 2014 Oct;37(10):1935-43. doi: 10.1007/s00449-014-1169-6. Epub 2014 Mar 26.","Velmurugan P","Bioprocess Biosyst Eng","2014","2014/03/27","","","10.1007/s00449-014-1169-6"
"36342011","Detection of carcinoembryonic antigens using a wavy gold-silver alloy nanoplate enhanced surface plasmon resonance imaging biosensor","Wu J, Zhang Q, Kang L, Wu X, Li D, Wang Y, Huang Y, Xue J.","Anal Methods. 2022 Nov 24;14(45):4713-4720. doi: 10.1039/d2ay01523d.","Wu J","Anal Methods","2022","2022/11/07","","","10.1039/d2ay01523d"
"34136955","Green Roccella phycopsis Ach. mediated silver nanoparticles: synthesis, characterization, phenolic content, antioxidant, antibacterial and anti-acetylcholinesterase capacities","Ben Salah M, Aouadhi C, Khadhri A.","Bioprocess Biosyst Eng. 2021 Nov;44(11):2257-2268. doi: 10.1007/s00449-021-02601-y. Epub 2021 Jun 16.","Ben Salah M","Bioprocess Biosyst Eng","2021","2021/06/17","","","10.1007/s00449-021-02601-y"
"33945683","Novel Lignin-Capped Silver Nanoparticles against Multidrug-Resistant Bacteria","Slavin YN, Ivanova K, Hoyo J, Perelshtein I, Owen G, Haegert A, Lin YY, LeBihan S, Gedanken A, Häfeli UO, Tzanov T, Bach H.","ACS Appl Mater Interfaces. 2021 May 19;13(19):22098-22109. doi: 10.1021/acsami.0c16921. Epub 2021 May 4.","Slavin YN","ACS Appl Mater Interfaces","2021","2021/05/04","","","10.1021/acsami.0c16921"
"24029964","Microwave-assisted green synthesis of ultrasmall fluorescent water-soluble silver nanoclusters and its application in chiral recognition of amino acids","Liu T, Su Y, Song H, Lv Y.","Analyst. 2013 Nov 7;138(21):6558-64. doi: 10.1039/c3an01343j.","Liu T","Analyst","2013","2013/09/14","","","10.1039/c3an01343j"
"32057868","Lightweight aerogels based on bacterial cellulose/silver nanoparticles/polyaniline with tuning morphology of polyaniline and application in soft tissue engineering","Hosseini H, Zirakjou A, Goodarzi V, Mousavi SM, Khonakdar HA, Zamanlui S.","Int J Biol Macromol. 2020 Jun 1;152:57-67. doi: 10.1016/j.ijbiomac.2020.02.095. Epub 2020 Feb 11.","Hosseini H","Int J Biol Macromol","2020","2020/02/15","","","10.1016/j.ijbiomac.2020.02.095"
"31050163","Silver-gold alloy nanoparticles biofabricated by fungal xylanases exhibited potent biomedical and catalytic activities","Elegbede JA, Lateef A, Azeez MA, Asafa TB, Yekeen TA, Oladipo IC, Hakeem AS, Beukes LS, Gueguim-Kana EB.","Biotechnol Prog. 2019 Sep;35(5):e2829. doi: 10.1002/btpr.2829. Epub 2019 May 20.","Elegbede JA","Biotechnol Prog","2019","2019/05/04","","","10.1002/btpr.2829"
"30964021","Comparative study of antifungal effect of green and chemically synthesised silver nanoparticles in combination with carbendazim, mancozeb, and thiram","Jamdagni P, Rana JS, Khatri P.","IET Nanobiotechnol. 2018 Dec;12(8):1102-1107. doi: 10.1049/iet-nbt.2018.5087.","Jamdagni P","IET Nanobiotechnol","2018","2019/04/10","PMC8676014","","10.1049/iet-nbt.2018.5087"
"30266015","Photo-mediated Biosynthesis of Silver Nanoparticles Using the Non-edible Accrescent Fruiting Calyx of Physalis peruviana L. Fruits and Investigation of its Radical Scavenging Potential and Cytotoxicity Activities","Patra JK, Das G, Kumar A, Ansari A, Kim H, Shin HS.","J Photochem Photobiol B. 2018 Nov;188:116-125. doi: 10.1016/j.jphotobiol.2018.08.004. Epub 2018 Aug 4.","Patra JK","J Photochem Photobiol B","2018","2018/09/29","","","10.1016/j.jphotobiol.2018.08.004"
"27900878","Synthesis and characterization of silver nanoparticles using Caesalpinia pulcherrima flower extract and assessment of their in vitro antimicrobial, antioxidant, cytotoxic, and genotoxic activities","Moteriya P, Chanda S.","Artif Cells Nanomed Biotechnol. 2017 Dec;45(8):1556-1567. doi: 10.1080/21691401.2016.1261871. Epub 2016 Nov 30.","Moteriya P","Artif Cells Nanomed Biotechnol","2017","2016/12/01","","","10.1080/21691401.2016.1261871"
"27639489","Green synthesis of graphene-silver nanocomposites and its application as a potent marine antifouling agent","Yee MS, Khiew PS, Chiu WS, Tan YF, Kok YY, Leong CO.","Colloids Surf B Biointerfaces. 2016 Dec 1;148:392-401. doi: 10.1016/j.colsurfb.2016.09.011. Epub 2016 Sep 9.","Yee MS","Colloids Surf B Biointerfaces","2016","2016/09/19","","","10.1016/j.colsurfb.2016.09.011"
"30176393","Ultra-sonication-assisted silver nanoparticles using Panax ginseng root extract and their anti-cancer and antiviral activities","Sreekanth TVM, Nagajyothi PC, Muthuraman P, Enkhtaivan G, Vattikuti SVP, Tettey CO, Kim DH, Shim J, Yoo K.","J Photochem Photobiol B. 2018 Nov;188:6-11. doi: 10.1016/j.jphotobiol.2018.08.013. Epub 2018 Aug 16.","Sreekanth TVM","J Photochem Photobiol B","2018","2018/09/04","","","10.1016/j.jphotobiol.2018.08.013"
"33257251","Rapid microwave-assisted green synthesis of guanine-derived carbon dots for highly selective detection of Ag(+) in aqueous solution","Li Q, Bai Z, Xi X, Guo Z, Liu C, Liu X, Zhao X, Li Z, Cheng Y, Wei Y.","Spectrochim Acta A Mol Biomol Spectrosc. 2021 Mar 5;248:119208. doi: 10.1016/j.saa.2020.119208. Epub 2020 Nov 13.","Li Q","Spectrochim Acta A Mol Biomol Spectrosc","2021","2020/12/01","","","10.1016/j.saa.2020.119208"
"32470714","A nanotechnology-based new approach in the treatment of breast cancer: Biosynthesized silver nanoparticles using Cuminum cyminum L. seed extract","Dinparvar S, Bagirova M, Allahverdiyev AM, Abamor ES, Safarov T, Aydogdu M, Aktas D.","J Photochem Photobiol B. 2020 Jul;208:111902. doi: 10.1016/j.jphotobiol.2020.111902. Epub 2020 May 20.","Dinparvar S","J Photochem Photobiol B","2020","2020/05/30","","","10.1016/j.jphotobiol.2020.111902"
"31220803","Environmental friendly synthesis of silver nanomaterials from the promising Streptomyces parvus strain Al-Dhabi-91 recovered from the Saudi Arabian marine regions for antimicrobial and antioxidant properties","Al-Dhabi NA, Ghilan AM, Esmail GA, Arasu MV, Duraipandiyan V, Ponmurugan K.","J Photochem Photobiol B. 2019 Aug;197:111529. doi: 10.1016/j.jphotobiol.2019.111529. Epub 2019 Jun 6.","Al-Dhabi NA","J Photochem Photobiol B","2019","2019/06/21","","","10.1016/j.jphotobiol.2019.111529"
"27479841","Reductive-degradation of carcinogenic azo dyes using Anacardium occidentale testa derived silver nanoparticles","Edison TNJI, Atchudan R, Sethuraman MG, Lee YR.","J Photochem Photobiol B. 2016 Sep;162:604-610. doi: 10.1016/j.jphotobiol.2016.07.040. Epub 2016 Jul 28.","Edison TNJI","J Photochem Photobiol B","2016","2016/08/02","","","10.1016/j.jphotobiol.2016.07.040"
"32707950","Green Synthesis of Silver Nanoparticles Using Parthenium Hysterophorus: Optimization, Characterization and In Vitro Therapeutic Evaluation","Ahsan A, Farooq MA, Ahsan Bajwa A, Parveen A.","Molecules. 2020 Jul 22;25(15):3324. doi: 10.3390/molecules25153324.","Ahsan A","Molecules","2020","2020/07/26","PMC7435648","","10.3390/molecules25153324"
"32059894","Ag impregnated sub-micrometer crystalline jute cellulose particles: Catalytic and antibacterial properties","Rabbi MA, Rahman MM, Minami H, Habib MR, Ahmad H.","Carbohydr Polym. 2020 Apr 1;233:115842. doi: 10.1016/j.carbpol.2020.115842. Epub 2020 Jan 10.","Rabbi MA","Carbohydr Polym","2020","2020/02/16","","","10.1016/j.carbpol.2020.115842"
"30390524","Green biosynthesis of silver nanoparticles produced from marine Streptomyces sp. Al-Dhabi-89 and their potential applications against wound infection and drug resistant clinical pathogens","Al-Dhabi NA, Ghilan AM, Arasu MV, Duraipandiyan V.","J Photochem Photobiol B. 2018 Dec;189:176-184. doi: 10.1016/j.jphotobiol.2018.09.012. Epub 2018 Sep 14.","Al-Dhabi NA","J Photochem Photobiol B","2018","2018/11/04","","","10.1016/j.jphotobiol.2018.09.012"
"37142621","Green synthesis, characterization, and biological evaluation of gold and silver nanoparticles using Mentha spicata essential oil","Moosavy MH, de la Guardia M, Mokhtarzadeh A, Khatibi SA, Hosseinzadeh N, Hajipour N.","Sci Rep. 2023 May 4;13(1):7230. doi: 10.1038/s41598-023-33632-y.","Moosavy MH","Sci Rep","2023","2023/05/04","PMC10160094","","10.1038/s41598-023-33632-y"
"21592748","Synthesis of gold and silver nanoparticles using purified URAK","Deepak V, Umamaheshwaran PS, Guhan K, Nanthini RA, Krithiga B, Jaithoon NM, Gurunathan S.","Colloids Surf B Biointerfaces. 2011 Sep 1;86(2):353-8. doi: 10.1016/j.colsurfb.2011.04.019. Epub 2011 Apr 16.","Deepak V","Colloids Surf B Biointerfaces","2011","2011/05/20","","","10.1016/j.colsurfb.2011.04.019"
"35684463","Green Synthesis of Silver Nanoparticles Using Euphorbia wallichii Leaf Extract: Its Antibacterial Action against Citrus Canker Causal Agent and Antioxidant Potential","Arif M, Ullah R, Ahmad M, Ali A, Ullah Z, Ali M, Al-Joufi FA, Zahoor M, Sher H.","Molecules. 2022 May 30;27(11):3525. doi: 10.3390/molecules27113525.","Arif M","Molecules","2022","2022/06/10","PMC9182241","","10.3390/molecules27113525"
"36838879","Ultrarapid Microwave-Assisted Synthesis of Fluorescent Silver Coordination Polymer Nanoparticles and Its Application in Detecting Alkaline Phosphatase Activity","Pei K, Li D, Qi W, Wu D.","Molecules. 2023 Feb 16;28(4):1892. doi: 10.3390/molecules28041892.","Pei K","Molecules","2023","2023/02/25","PMC9965027","","10.3390/molecules28041892"
"31407925","Eco-friendly green synthesis of silver nanoparticles and their potential applications as antioxidant and anticancer agents","Ahmed MJ, Murtaza G, Rashid F, Iqbal J.","Drug Dev Ind Pharm. 2019 Oct;45(10):1682-1694. doi: 10.1080/03639045.2019.1656224. Epub 2019 Sep 2.","Ahmed MJ","Drug Dev Ind Pharm","2019","2019/08/14","","","10.1080/03639045.2019.1656224"
"32863260","Antiviral activity of green silver nanoparticles produced using aqueous buds extract of Syzygium aromaticum","Mehmood Y, Farooq U, Yousaf H, Riaz H, Mahmood RK, Nawaz A, Abid Z, Gondal M, Malik NS, Barkat K, Khalid I.","Pak J Pharm Sci. 2020 Mar;33(2(Supplementary)):839-845.","Mehmood Y","Pak J Pharm Sci","2020","2020/09/01","","",""
"26276645","Green synthesis of silver nanoparticles from Cassia roxburghii-a most potent power for mosquito control","Muthukumaran U, Govindarajan M, Rajeswary M.","Parasitol Res. 2015 Dec;114(12):4385-95. doi: 10.1007/s00436-015-4677-7. Epub 2015 Aug 16.","Muthukumaran U","Parasitol Res","2015","2015/08/16","","","10.1007/s00436-015-4677-7"
"28570910","The impact of anticancer activity upon Beta vulgaris extract mediated biosynthesized silver nanoparticles (ag-NPs) against human breast (MCF-7), lung (A549) and pharynx (Hep-2) cancer cell lines","Venugopal K, Ahmad H, Manikandan E, Thanigai Arul K, Kavitha K, Moodley MK, Rajagopal K, Balabhaskar R, Bhaskar M.","J Photochem Photobiol B. 2017 Aug;173:99-107. doi: 10.1016/j.jphotobiol.2017.05.031. Epub 2017 May 24.","Venugopal K","J Photochem Photobiol B","2017","2017/06/02","","","10.1016/j.jphotobiol.2017.05.031"
"31080205","Antifungal activity of polymeric micelles of silver nanoparticles prepared from Psidium guajava aqueous extract","Suwan T, Khongkhunthian S, Okonogi S.","Drug Discov Ther. 2019;13(2):62-69. doi: 10.5582/ddt.2019.01024.","Suwan T","Drug Discov Ther","2019","2019/05/14","","","10.5582/ddt.2019.01024"
"29713166","In vivo antimicrobial activity of silver nanoparticles produced via a green chemistry synthesis using Acacia rigidula as a reducing and capping agent","Escárcega-González CE, Garza-Cervantes JA, Vázquez-Rodríguez A, Montelongo-Peralta LZ, Treviño-González MT, Díaz Barriga Castro E, Saucedo-Salazar EM, Chávez Morales RM, Regalado Soto DI, Treviño González FM, Carrazco Rosales JL, Cruz RV, Morones-Ramírez JR.","Int J Nanomedicine. 2018 Apr 17;13:2349-2363. doi: 10.2147/IJN.S160605. eCollection 2018.","Escárcega-González CE","Int J Nanomedicine","2018","2018/05/02","PMC5910796","","10.2147/IJN.S160605"
"32044619","Green synthesis of silver nanoparticles from Curcuma longa L. and coating on the cotton fabrics for antimicrobial applications and wound healing activity","Maghimaa M, Alharbi SA.","J Photochem Photobiol B. 2020 Mar;204:111806. doi: 10.1016/j.jphotobiol.2020.111806. Epub 2020 Jan 25.","Maghimaa M","J Photochem Photobiol B","2020","2020/02/12","","","10.1016/j.jphotobiol.2020.111806"
"35791483","Potency of Moringa oleifera leaf extract and silver nanoparticles against immune, microbial and HT-29 colon cancer cells growth modulation","Ibrahim EH, Alshahrani MY, Ghramh HA, Alothaid H, Kilany M, Morsy K, Taha R, Al Syaad KM, El-Mekkawy HI, El-Shaboury GA, Aziz El-Mansi AA, Alamri A, Sayed MA, Sayed Yahia I, Hussein Alshareef RM, Al-Shehri BM, Ahamed Mohammed ME.","Pak J Pharm Sci. 2022 May;35(3):827-834.","Ibrahim EH","Pak J Pharm Sci","2022","2022/07/06","","",""
"33116504","Synergistic Nanocomposites of Different Antibiotics Coupled with Green Synthesized Chitosan-Based Silver Nanoparticles: Characterization, Antibacterial, in vivo Toxicological and Biodistribution Studies","Asghar MA, Yousuf RI, Shoaib MH, Asghar MA, Ansar S, Zehravi M, Abdul Rehman A.","Int J Nanomedicine. 2020 Oct 13;15:7841-7859. doi: 10.2147/IJN.S274987. eCollection 2020.","Asghar MA","Int J Nanomedicine","2020","2020/10/29","PMC7568684","","10.2147/IJN.S274987"
"29734113","Biogenic synthesis, characterization of gold and silver nanoparticles from Coleus forskohlii and their clinical importance","Dhayalan M, Denison MIJ, Ayyar M, Gandhi NN, Krishnan K, Abdulhadi B.","J Photochem Photobiol B. 2018 Jun;183:251-257. doi: 10.1016/j.jphotobiol.2018.04.042. Epub 2018 May 1.","Dhayalan M","J Photochem Photobiol B","2018","2018/05/08","","","10.1016/j.jphotobiol.2018.04.042"
"31863800","Synthesis and antibacterial activity of solanum torvum mediated silver nanoparticle against Xxanthomonas axonopodis pv.punicae and Ralstonia solanacearum","Vanti GL, Kurjogi M, Basavesha KN, Teradal NL, Masaphy S, Nargund VB.","J Biotechnol. 2020 Feb 10;309:20-28. doi: 10.1016/j.jbiotec.2019.12.009. Epub 2019 Dec 18.","Vanti GL","J Biotechnol","2020","2019/12/22","","","10.1016/j.jbiotec.2019.12.009"
"27358563","Symbiosis theory-directed green synthesis of silver nanoparticles and their application in infected wound healing","Wen L, Zeng P, Zhang L, Huang W, Wang H, Chen G.","Int J Nanomedicine. 2016 Jun 10;11:2757-67. doi: 10.2147/IJN.S106662. eCollection 2016.","Wen L","Int J Nanomedicine","2016","2016/07/01","PMC4912321","","10.2147/IJN.S106662"
"29351880","Preparation and characterization of biocompatible silver nanoparticles using pomegranate peel extract","Nasiriboroumand M, Montazer M, Barani H.","J Photochem Photobiol B. 2018 Feb;179:98-104. doi: 10.1016/j.jphotobiol.2018.01.006. Epub 2018 Jan 10.","Nasiriboroumand M","J Photochem Photobiol B","2018","2018/01/21","","","10.1016/j.jphotobiol.2018.01.006"
"29667550","In vitro Studies on Cytotoxic, DNA Protecting, Antibiofilm and Antibacterial Effects of Biogenic Silver Nanoparticles Prepared with Bergenia ciliata Rhizome Extract","Zia G, Sadia H, Nazir S, Ejaz K, Ali S, Ihsan-Ul-Haq, Iqbal T, Khan MAR, Raza A, Andleeb S.","Curr Pharm Biotechnol. 2018;19(1):68-78. doi: 10.2174/1389201019666180417160049.","Zia G","Curr Pharm Biotechnol","2018","2018/04/19","","","10.2174/1389201019666180417160049"
"31887648","pH-dependent swelling and antibiotic release from citric acid crosslinked poly(vinyl alcohol) (PVA)/nano silver hydrogels","Sabzi M, Afshari MJ, Babaahmadi M, Shafagh N.","Colloids Surf B Biointerfaces. 2020 Apr;188:110757. doi: 10.1016/j.colsurfb.2019.110757. Epub 2019 Dec 24.","Sabzi M","Colloids Surf B Biointerfaces","2020","2019/12/31","","","10.1016/j.colsurfb.2019.110757"
"25669140","Tackling the growing threat of dengue: Phyllanthus niruri-mediated synthesis of silver nanoparticles and their mosquitocidal properties against the dengue vector Aedes aegypti (Diptera: Culicidae)","Suresh U, Murugan K, Benelli G, Nicoletti M, Barnard DR, Panneerselvam C, Kumar PM, Subramaniam J, Dinesh D, Chandramohan B.","Parasitol Res. 2015 Apr;114(4):1551-62. doi: 10.1007/s00436-015-4339-9. Epub 2015 Feb 12.","Suresh U","Parasitol Res","2015","2015/02/12","","","10.1007/s00436-015-4339-9"
